brand,model,version,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc)
Bmw,BMW Série 2 Gran Coupé,218 Collection Edition Spéciale,165900,Disponible,Berline,5 ans (2+3),5,4,3,Essence,8,156,Automatique,7,Traction,6.3,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 17'',Tactile | 10.7 pouces,Tissu | Arktur anthrazit,Cuir | Multi-fonctions,,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 2 Gran Coupé,218 Business Line,181900,Disponible,Berline,5 ans (2+3),5,4,3,Essence,8,156,Automatique,7,Traction,6.3,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 17'',Tactile | 10.7 pouces,Tissu | Arktur anthrazit,Cuir | Multi-fonctions,,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 2 Gran Coupé,218 Lounge,197900,Disponible,Berline,5 ans (2+3),5,4,3,Essence,8,156,Automatique,7,Traction,6.3,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces,Veganza perforé,Cuir | Multi-fonctions,Ouvrant | Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 2 Gran Coupé,218 Pack M,203900,Disponible,Berline,5 ans (2+3),5,4,3,Essence,8,156,Automatique,7,Traction,6.3,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces,Alcantara/Veganza Schwarz avec surpiqûres bleues,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 2 Gran Coupé,218 Pack M Pro,223900,Disponible,Berline,5 ans (2+3),5,4,3,Essence,8,156,Automatique,7,Traction,6.3,Radar de recul | Radar avant | Système de caméras 360 | Autoreverse | Parkassit Plus,En aluminium | 19'' | M,Tactile | 10.7 pouces,Alcantara/Veganza Schwarz avec surpiqûres bleues,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 3,320i Business Line,207900,Disponible,Berline,5 ans (2+3),5,4,4,Essence,9,170,Automatique,8,Propulsion,5.5,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,En aluminium | 17'',Tactile | 14.9 pouces,Tissu,Cuir | Multi-fonctions | Sport,,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 3,320i Lounge,225900,Disponible,Berline,5 ans (2+3),5,4,4,Essence,9,170,Automatique,8,Propulsion,5.5,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,En aluminium | 17'',Tactile | 14.9 pouces,Sensatec perforé,Cuir | Multi-fonctions | Sport,Ouvrant | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 3,320i Pack M,251900,Disponible,Berline,5 ans (2+3),5,4,4,Essence,9,170,Automatique,8,Propulsion,5.5,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,En aluminium | 18'',Tactile | 14.9 pouces,Sensatec perforé,Cuir | Multi-fonctions | M | Sport,Ouvrant | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 3,320i Pack M Pro,268900,Disponible,Berline,5 ans (2+3),5,4,4,Essence,9,170,Automatique,8,Propulsion,5.5,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Park distance control,En aluminium | 19'',Tactile | 14.9 pouces,Sensatec perforé,Cuir | Multi-fonctions | M | Sport,Ouvrant | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 3 Hybride,BMW Série 3 Hybride,229900,Sur arrivage,Berline,5 ans (2+3) | Batterie garantie 6 ans,5,4,4,Essence | Hybride rechargeable,10,292,Automatique,8,Propulsion,1,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassit Plus,En aluminium | 19'',Tactile | 14.9 pouces,Sensatec perforé | Tacorarot,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | En verre,Éléctrique,Confort | Sport | Eco,92,22.6,2.25,
Bmw,BMW Série 4 Gran Coupé,420i Business Line,279900,45 jours,Berline,5 ans (2+3),5,5,4,Essence,10,184,Automatique,8,Propulsion,6.2,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'' | Bi-ton,Tactile | 14.9 pouces,Similicuir | Sensatec perforé,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 4 Gran Coupé,420i Pack M,329900,Disponible,Berline,5 ans (2+3),5,5,4,Essence,10,184,Automatique,8,Propulsion,6.2,Radar de recul | Radar avant | Système de caméras 360 | Autoreverse | Parkassit Plus,En aluminium | 19'' | M,Tactile | 14.9 pouces,Similicuir | Sensatec perforé,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 4 Coupé,BMW Série 4 Coupé,366900,Disponible,Coupé,5 ans (2+3),4,2,4,Essence,10,184,Automatique,8,Propulsion,6.4,Radar de recul | Radar avant | Système de caméras 360 | Autoreverse | Parkassit Plus,En aluminium | 19'' | M,Tactile | 14.9 pouces,Cuir | Schwarz | Vernasca,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 5,520i Lounge,334900,Disponible,Berline,5 ans (2+3),5,4,4,Essence | Hybride léger,10,190,Automatique,8,Propulsion,7.2,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,En aluminium | 18'',Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 5,520i Pack M,359900,Disponible,Berline,5 ans (2+3),5,4,4,Essence | Hybride léger,10,190,Automatique,8,Propulsion,7.2,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,En aluminium | 19'',Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 5,520i Pack M +,384900,Disponible,Berline,5 ans (2+3),5,4,4,Essence | Hybride léger,10,190,Automatique,8,Propulsion,7.2,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Détection du trafic en marche arrière | Autoreverse,En aluminium | 20'',Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW Série 5 Hybride,530e Lounge,254900,Sur arrivage,Berline,5 ans (2+3),5,4,4,Essence | Hybride rechargeable,10,299,Automatique,8,Propulsion,2.6,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Autoreverse | Parkassit Plus,En aluminium | 19'' | Bi-ton,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | Avec palettes,,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,98,21.5,2.25,
Bmw,BMW Série 5 Hybride,530e Pack M,264900,Sur arrivage,Berline,5 ans (2+3),5,4,4,Essence | Hybride rechargeable,10,299,Automatique,8,Propulsion,2.6,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Autoreverse | Parkassit Plus,En aluminium | 19'' | Bi-ton | M,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,98,21.5,2.25,
Bmw,BMW Série 5 Hybride,530e Pack M +,279900,Sur arrivage,Berline,5 ans (2+3),5,4,4,Essence | Hybride rechargeable,10,299,Automatique,8,Propulsion,2.6,Radar de recul | Radar avant | Système de caméras 360 | Détection du trafic en marche arrière | Autoreverse | Parkassit Plus,En aluminium | 20'' | Bi-ton | M,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Sport | Avec palettes,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,98,21.5,2.25,
Bmw,BMW X1,"18i sDrive Collection ""Edition Spéciale""",169900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,9,156,Automatique,7,Traction,5.9,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 17'',Tactile | 10.7 pouces | Curved Display,Tissu | Arktur anthrazit,Cuir | Multi-fonctions,,Éléctrique,Sport | Personal | Efficient,,,,
Bmw,BMW X1,18i sDrive Lounge,199900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,9,156,Automatique,7,Traction,5.9,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 17'',Tactile | 10.7 pouces | Curved Display,Tissu | Arktur anthrazit,Cuir | Multi-fonctions,,Éléctrique,Sport | Personal | Efficient,,,,
Bmw,BMW X1,18i sDrive xLine,224900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,9,156,Automatique,7,Traction,5.9,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'',Tactile | 10.7 pouces | Curved Display,Veganza perforé,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Sport | Personal | Efficient,,,,
Bmw,BMW X1,18i sDrive Pack Sport M,229900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,9,156,Automatique,7,Traction,5.9,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'',Tactile | 10.7 pouces | Curved Display,Alcantara/Veganza Schwarz avec surpiqûres bleues,Cuir | Multi-fonctions | M,Ouvrant | Panoramique,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,,,,
Bmw,BMW X1 Hybride,xDrive 25e Lounge,179900,Sur arrivage,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,3,Essence | Hybride rechargeable,8,245,Automatique,7,Intégrale,2.8,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 17'',Tactile | 10.7 pouces | Curved Display,Veganza perforé,Cuir | Multi-fonctions,,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,85,13.8,2.5,
Bmw,BMW X1 Hybride,xDrive 25e xLine,189900,Sur arrivage,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,3,Essence | Hybride rechargeable,8,245,Automatique,7,Intégrale,2.8,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Veganza perforé,Cuir | Multi-fonctions,Ouvrant | Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,85,13.8,2.5,
Bmw,BMW X1 Hybride,xDrive 25e Pack M,194900,Sur arrivage,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,3,Essence | Hybride rechargeable,8,245,Automatique,7,Intégrale,2.8,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,En aluminium | 18'' | Bi-ton,Tactile | 10.7 pouces | Curved Display,Alcantara/Veganza,Cuir | Multi-fonctions | M | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,85,13.8,2.5,
Bmw,BMW X2,18i sDrive  Collection,179900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,8,156,Automatique,7,Traction,6.7,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 18'',Tactile | 10.7 pouces,Mokka | Veganza perforé,Cuir | Multi-fonctions,,Éléctrique,Normal | Confort | Sport,,,,
Bmw,BMW X2,18i sDrive  Lounge,209900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,8,156,Automatique,7,Traction,6.7,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 19'' | Bi-ton,Tactile | 10.7 pouces,Similicuir,Cuir | Multi-fonctions,,Éléctrique,Normal | Confort | Sport,,,,
Bmw,BMW X2,18i sDrive  Pack M,237900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,8,156,Automatique,7,Traction,6.7,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 19'' | Bi-ton,Tactile | 10.7 pouces,Alcantara/Similicuir,Cuir | Multi-fonctions | M | Sport,Panoramique | En verre,Éléctrique,Normal | Confort | Sport,,,,
Bmw,BMW X2,18i sDrive  Pack M Pro,258900,Disponible,SUV,5 ans (2+3),5,5,3,Essence,8,156,Automatique,7,Traction,6.7,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 20'',Tactile | 10.7 pouces,Alcantara/Similicuir,Cuir | Multi-fonctions | M | Sport,Panoramique | En verre,Éléctrique,Normal | Confort | Sport,,,,
Bmw,BMW X3,BMW X3,373000,Disponible,SUV,5 ans (2+3),5,5,4,Essence,11,184,Automatique,8,Intégrale,7.7,Radar de recul | Radar avant | Caméra de recul | Autoreverse | Parkassit Plus,En aluminium | 21'',Tactile | 10.25 pouces,Similicuir | Sensatec perforé,Cuir | Multi-fonctions | M | Avec palettes,Panoramique | En verre,Éléctrique,Normal | Confort | Sport | Eco,,,,
Bmw,BMW X3 Hybride,xDrive 30e Pack M,264900,Disponible,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,4,Essence | Hybride rechargeable,10,299,Automatique,8,Intégrale,2.8,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 19'' | Bi-ton | M,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Avec palettes,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,88,22.9,2.25,
Bmw,BMW X3 Hybride,xDrive 30e Pack M Pro,279900,Disponible,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,4,Essence | Hybride rechargeable,10,299,Automatique,8,Intégrale,2.8,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 20'' | Bi-ton | M,Tactile | 14.9 pouces,Surpiqures  | Veganza perforé,Cuir | Multi-fonctions | M | Avec palettes,Panoramique | En verre,Éléctrique,Sport | Relax | Expressive | Personal | Efficient,88,22.9,2.25,
Bmw,BMW X4,BMW X4,399900,Disponible,SUV,5 ans (2+3),5,5,4,Essence,11,184,Automatique,8,Intégrale,6.9,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Park distance control,En aluminium | 21'',Avec fonction TV,Cuir | Surpiqures  | Vernasca Cognac,Cuir | Multi-fonctions | M | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Confort | Sport | Eco,,,,
Bmw,BMW X5 Hybride,50e X-Drive Pack M,379900,Disponible,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,6,Essence | Hybride rechargeable,21,489,Automatique,8,Intégrale,1.2,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassist | Stationnement télécommandé,En aluminium | 20'' | Bi-ton | M,Tactile | 14.9 pouces,Sensafin,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | Panoramique | En verre,Éléctrique,Sport | Individual | Expressive | Personal | Efficient,110,30.4,4.5,
Bmw,BMW X5 Hybride,50e X-Drive Pack M Pro,399900,Disponible,SUV,5 ans (2+3) | Batterie garantie 6 ans,5,5,6,Essence | Hybride rechargeable,21,489,Automatique,8,Intégrale,1.2,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360 | Parkassist | Stationnement télécommandé,En aluminium | 20'' | Bi-ton | M,Tactile | 14.9 pouces,Schwarz | Cuir étendu | Merino,Cuir | Multi-fonctions | M | Sport | Avec palettes,Ouvrant | Panoramique | En verre | Sky Lounge,Éléctrique,Sport | Individual | Expressive | Personal | Efficient,110,30.4,4.5,
Bmw,BMW i4,eDrive40  Business Line,245900,Disponible,Berline,5 ans (2+3) | Batterie garantie 8 ans,5,5,,Electrique,7,340,Automatique,1,Propulsion,,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,En aluminium | 18'' | Bi-ton,Tactile | 14.9 pouces,Sensatec perforé,Cuir | Multi-fonctions | Sport,Ouvrant | En verre,Éléctrique,,600,16.1,8.5,30
