age,sexe,nombre_enfants,revenu_mensuel,budget_max,distance_journaliere_km,prefere_electrique,boite_preferee,importance_consommation,importance_performance,importance_confort,importance_prix,min_required_seats,has_children,long_commute,needs_awd,situation_familiale_célibataire,situation_familiale_divorcé(e),situation_familiale_marié(e),carrosserie_berline,carrosserie_cabriolet,carrosserie_citadine,carrosserie_compacte,carrosserie_coupé,carrosserie_minibus,carrosserie_monospace,carrosserie_pick up,carrosserie_suv,carrosserie_utilitaire,energie_diesel,energie_electrique,energie_essence,energie_hybride,usage_autoroute,usage_campagne,usage_désert,usage_montagne,usage_plage,usage_sport,usage_ville
0.16279069767441856,0,0.0,0.17016117529596347,0.09913646200773649,0.5241379310344828,1,0,0.25,0.5,0.75,0.25,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4651162790697674,0,0.0,0.028883183568677792,0.0,0.49655172413793097,1,1,0.5,0.0,0.25,0.5,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.2325581395348837,1,0.5,0.1541862787048923,0.01377954433140774,0.2689655172413793,1,1,0.5,0.0,0.0,1.0,0.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.41860465116279066,0,0.25,0.07680787334189132,0.020744934648876168,0.22758620689655168,1,0,0.5,0.0,0.0,0.5,0.25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2325581395348837,1,0.25,0.021680216802168015,0.002027844520559624,0.2206896551724138,0,0,1.0,1.0,0.25,0.75,0.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.4418604651162791,1,0.75,0.6032662958208529,0.29775020022834553,0.41379310344827586,0,0,1.0,0.75,1.0,0.25,0.75,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2558139534883721,1,0.0,0.11995435743831123,0.08580210623178774,0.38620689655172413,1,1,0.0,0.75,0.0,0.75,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2790697674418604,1,0.0,0.4456568249893025,0.15055467511885898,0.703448275862069,1,0,0.0,0.5,0.5,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,1,0.0,0.3938097275709599,0.2790565410766321,0.896551724137931,0,0,0.5,0.5,0.75,1.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.5581395348837208,0,0.0,0.156967622307802,0.10486001056524036,0.21379310344827585,1,0,0.0,0.5,1.0,0.5,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.4418604651162791,1,0.25,0.16160319497931822,0.03327198677640884,0.503448275862069,0,0,0.75,1.0,0.0,0.5,0.25,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.627906976744186,1,0.0,0.1379261161032663,0.10143908798118706,0.41379310344827586,1,0,1.0,1.0,0.5,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3255813953488371,0,0.0,0.899443731279418,0.835934171736278,0.25517241379310346,0,1,0.75,0.75,0.75,0.25,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.13953488372093026,1,0.0,0.1353587220082727,0.010318150060494524,0.5586206896551724,1,1,0.75,1.0,1.0,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0.9069767441860466,1,0.5,0.7398373983739837,0.49138379087640377,0.503448275862069,1,0,0.25,0.5,0.75,0.0,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.34883720930232553,1,0.0,0.043717016117529595,0.0,0.8206896551724138,1,1,0.75,0.75,0.5,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.06976744186046513,0,0.25,0.9978605049208387,0.4031363427227647,0.9448275862068966,0,1,0.5,0.5,0.75,0.75,0.25,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.7209302325581395,0,0.0,0.1178148623591499,0.0753199393350715,0.14482758620689656,1,1,0.75,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.18604651162790697,1,0.0,0.1325060619027243,0.04150264983044494,0.9517241379310345,1,0,0.5,0.0,0.75,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06976744186046513,1,0.0,0.23220653259164167,0.1813813199734165,0.9931034482758622,0,1,0.25,0.25,0.75,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0.6744186046511627,1,0.25,0.03316217372700042,0.0038980624712438017,0.3448275862068965,0,1,0.5,1.0,0.75,0.75,0.25,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.8604651162790697,0,0.0,0.8867493938097275,0.7986810490261236,0.020689655172413793,1,0,0.5,0.0,1.0,0.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6046511627906976,1,0.25,0.1340037084581372,0.08757434009849532,0.5655172413793104,1,0,0.75,0.75,1.0,0.5,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.34883720930232553,0,0.0,0.8510198259877335,0.6587320859533425,0.6206896551724138,1,0,0.5,0.25,0.75,0.25,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.4883720930232558,1,0.5,0.0026387105976322933,0.0,0.8620689655172414,1,0,0.75,1.0,0.25,0.75,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.023255813953488302,0,0.0,0.1695906432748538,0.07125572993882387,0.47586206896551725,1,0,1.0,0.5,0.5,0.75,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4418604651162791,1,0.0,0.1561831407787762,0.1389882930320536,0.49655172413793097,0,1,0.75,0.5,1.0,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.2790697674418604,1,0.0,0.15568392526030522,0.030076853603258194,0.49655172413793097,1,1,0.75,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6976744186046511,1,0.0,0.13920981315076308,0.019929110645331705,0.9931034482758622,1,1,1.0,0.0,0.25,0.25,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.11627906976744184,0,0.0,0.18035943517329908,0.05749109622889084,1.0,0,0,0.5,1.0,0.75,0.5,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9069767441860466,0,0.0,0.023391812865497075,0.0,0.8275862068965517,1,1,0.0,0.75,0.75,1.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.046511627906976716,0,0.0,0.268363999429468,0.20057981016648774,0.4689655172413793,0,0,0.0,1.0,0.25,0.25,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.09302325581395343,0,0.0,0.8502353444587076,0.8279527290697477,0.8689655172413794,1,0,0.75,0.5,1.0,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.11627906976744184,0,0.5,0.007202966766509777,0.0,0.489655172413793,1,1,0.25,0.75,1.0,0.75,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.2558139534883721,1,0.5,0.10134075024960776,0.02952942078625838,0.9655172413793104,0,0,0.75,0.75,0.5,0.75,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.6744186046511627,0,0.0,0.6574668378262729,0.6112374963788492,0.8758620689655173,1,0,0.0,0.25,1.0,0.5,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06976744186046513,0,0.0,0.1412779917272857,0.021899442768774605,0.1586206896551724,0,0,1.0,0.0,1.0,0.75,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.16279069767441856,1,0.25,0.08493795464270432,0.027150111616652192,0.6758620689655173,0,0,0.25,0.75,1.0,0.25,0.25,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.8837209302325582,0,0.25,0.670018542290686,0.392984339587274,0.26206896551724135,1,0,0.5,1.0,1.0,0.75,0.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.7906976744186047,1,0.0,0.1327200114106404,0.11302464086703135,0.8344827586206897,1,0,0.25,0.75,0.0,0.5,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5581395348837208,0,0.0,0.17208672086720866,0.06769209140636984,0.13103448275862067,1,0,0.0,0.25,0.75,0.25,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.37209302325581395,1,0.25,0.09563543003851091,0.06804568614419851,0.41379310344827586,1,0,1.0,0.0,1.0,0.0,0.25,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.9302325581395348,1,0.5,0.02845528455284553,0.0,0.09655172413793102,1,1,0.5,0.0,0.0,0.5,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.5116279069767442,1,0.0,0.05227499643417487,0.0,0.44827586206896547,1,0,1.0,0.25,0.25,0.75,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.37209302325581395,0,0.5,0.15932106689487946,0.036177427875193846,0.6758620689655173,1,0,0.5,0.75,0.5,0.25,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.6976744186046511,0,0.0,0.08593638567964626,0.0,0.503448275862069,1,1,1.0,0.0,1.0,0.75,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3255813953488371,1,0.0,0.039651975467123096,0.0005197416628325152,0.1586206896551724,1,0,0.0,1.0,0.5,0.25,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.41860465116279066,1,0.25,0.15725288831835685,0.13021871751614608,0.2,1,1,0.5,0.75,0.5,0.5,0.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6744186046511627,0,0.25,0.9731849950078448,0.9871108327795104,0.8,1,0,0.0,0.5,1.0,0.0,0.25,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,1,0.75,0.31179574953644273,0.23505103692721913,0.2,1,1,0.0,0.75,0.5,0.75,0.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.18604651162790697,0,0.0,0.02809870203965198,0.0,0.2689655172413793,1,0,0.5,1.0,0.75,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9534883720930232,0,0.5,0.512052488945942,0.1843570540020108,0.9586206896551724,1,0,0.25,0.5,0.0,0.5,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0.06976744186046513,1,0.25,0.7165169020111253,0.30746340507472353,0.3586206896551724,0,1,0.5,0.25,0.25,1.0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.8139534883720929,0,0.75,0.04278990158322636,0.01338121772915496,0.19310344827586207,1,1,0.25,1.0,0.5,0.25,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.9767441860465116,0,0.0,0.8731992583083725,0.5162440570522979,0.8344827586206897,1,1,0.75,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5348837209302326,0,0.0,0.1519754671230923,0.05076640594379975,0.7793103448275862,0,0,0.75,0.75,0.0,0.75,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.11627906976744184,1,0.0,0.18463842533162172,0.11350817102056815,0.1724137931034483,0,0,0.75,1.0,1.0,0.75,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9534883720930232,0,0.0,0.13214947938953073,0.049716272174224224,0.8344827586206897,1,0,0.5,0.5,0.5,0.25,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.09302325581395343,0,0.0,0.10854371701611754,0.07620818635720739,0.503448275862069,1,1,0.75,0.5,0.75,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8837209302325582,1,0.0,0.1405648267008986,0.03412189220046692,0.9862068965517242,1,1,0.5,1.0,0.25,0.75,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.9069767441860466,0,0.5,0.00813008130081301,0.0,0.703448275862069,1,0,0.0,0.25,0.25,1.0,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.09302325581395343,0,1.0,0.15461417772072458,0.04110432322819216,0.14482758620689656,1,1,0.5,0.5,0.5,1.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06976744186046513,0,0.0,0.07916131792896877,0.01716425540616534,0.6068965517241379,1,0,0.5,0.25,1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.16279069767441856,1,0.5,0.08978747682213664,0.0,0.5103448275862069,1,1,0.5,0.25,0.25,0.5,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.16279069767441856,0,0.0,0.15525602624447296,0.10559915137262924,0.806896551724138,1,1,0.75,0.0,0.75,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.09302325581395343,1,0.5,0.673227784909428,0.3728805616618101,0.7655172413793104,1,1,1.0,0.75,0.5,0.0,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.13953488372093026,0,0.0,0.0902866923406076,0.05307542218359662,0.3379310344827586,1,1,1.0,0.0,1.0,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5116279069767442,0,0.0,0.1756525459991442,0.044303716578907026,0.9931034482758622,1,0,0.75,1.0,1.0,0.75,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9302325581395348,1,0.0,0.08814719726144629,0.05576998449295367,0.09655172413793102,1,1,0.5,0.75,0.75,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5348837209302326,1,0.0,0.9037940379403794,0.6922170816079616,0.8344827586206897,0,0,1.0,0.25,0.5,1.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.06976744186046513,1,0.0,0.024318927399800308,0.0,0.27586206896551724,1,0,0.75,1.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.5348837209302326,1,0.0,0.014976465554129223,0.0,0.4413793103448276,0,0,0.0,1.0,0.75,0.5,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4883720930232558,0,0.0,0.11417772072457566,0.008594908235775273,0.7448275862068966,1,0,0.5,0.25,1.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.7441860465116279,1,0.0,0.5844387391242333,0.572868207146874,0.8896551724137931,0,1,0.25,0.0,0.5,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0.9767441860465116,1,0.5,0.04471544715447154,0.0,0.49655172413793097,1,1,0.75,0.5,0.25,0.75,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3255813953488371,0,0.0,0.056340037084581365,0.0,0.2827586206896551,0,0,0.75,1.0,1.0,0.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.8837209302325582,0,0.0,0.10811581800028527,0.04928812432902205,0.25517241379310346,1,1,0.25,0.5,0.75,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.627906976744186,0,0.0,0.10176864926544002,0.0816739941720771,0.393103448275862,0,0,0.25,0.75,0.0,0.5,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0.4651162790697674,0,0.5,0.34595635430038507,0.10806579418230153,0.027586206896551724,1,0,0.75,1.0,0.0,0.0,0.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3023255813953488,0,0.5,0.03216374269005848,0.002894790654874496,0.11034482758620691,0,1,0.25,0.75,1.0,0.75,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7209302325581395,0,0.5,0.5255313079446583,0.33041085152429156,0.11724137931034483,0,0,0.25,0.0,1.0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5581395348837208,1,0.0,0.004421623163600064,0.0,0.6206896551724138,1,1,1.0,0.5,0.25,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9534883720930232,0,0.5,0.7443303380402224,0.5823769234701703,0.35172413793103446,0,0,0.0,0.5,0.25,0.0,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.4651162790697674,1,1.0,0.07366994722578804,0.0,0.6482758620689656,1,0,0.0,0.5,0.5,0.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.627906976744186,1,0.75,0.05427185850805877,0.003190872995586458,0.3172413793103448,1,1,0.75,0.0,0.75,1.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7906976744186047,1,0.0,0.08921694480102696,0.024587614811785355,0.7655172413793104,1,0,0.5,0.75,0.0,0.5,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9302325581395348,0,0.0,0.0464270432178006,0.027597430260893285,0.6344827586206897,1,1,0.25,0.0,0.25,0.5,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0.8372093023255813,0,0.5,0.6198830409356725,0.4028849922464769,0.2,0,0,0.75,0.5,0.5,0.25,0.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2558139534883721,1,0.75,0.07573812580231065,0.03657788456622872,0.7931034482758621,1,0,0.25,0.0,0.25,0.0,0.75,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2558139534883721,1,0.5,0.5586221651690201,0.4425323347477123,0.393103448275862,1,0,0.25,0.25,0.5,1.0,0.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.16279069767441856,0,0.25,0.10512052488945942,0.04690242489306956,0.9241379310344828,1,1,0.0,0.5,0.75,0.75,0.25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.6046511627906976,0,0.0,0.13578662102410496,0.08587239916159706,0.9103448275862069,0,1,0.75,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4418604651162791,0,0.25,0.15126230209670516,0.12677862413305388,0.9379310344827586,1,1,1.0,0.5,0.25,0.5,0.25,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.11627906976744184,0,0.5,0.18207103123662816,0.13138174599117292,0.36551724137931035,1,1,0.0,0.0,1.0,0.5,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9069767441860466,0,0.0,0.08793324775353017,0.02704360717754717,0.7310344827586207,1,0,0.0,0.0,0.25,0.75,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6976744186046511,1,0.0,0.09292540293823989,0.05434282500894638,0.5586206896551724,0,1,0.5,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
